State,urban_perc_state,County,percentage20_Donald_Trump,percentage20_Joe_Biden,avg_sal_2022,white_perc,baa_perc,asian_perc,native_perc,pi_perc,his_perc,AQI,CO_perc,NO2_perc,O3_perc,PM2.5_perc,PM10_perc
California,0.942,Merced,0.433,0.544,46188.0,0.8452419538367113,0.0521147254960105,0.0933575620487286,0.039442923445075,0.0079651327177308,0.6319901797844242,53,0.0,0.0,0.3444444444444444,0.6444444444444445,0.0111111111111111
California,0.942,Mono,0.373,0.596,65296.0,0.928725535521652,0.0255047002619818,0.0311296039451379,0.0433040530127908,0.0077053475111727,0.273462783171521,18,0.0,0.0,0.0,0.585635359116022,0.4143646408839779
California,0.942,Monterey,0.278,0.7,65123.0,0.8621695798622181,0.0427045358986087,0.0890569193592356,0.0407177411529878,0.0100979998059409,0.608247970466065,39,0.0054945054945054,0.0,0.7417582417582418,0.1703296703296703,0.0824175824175824
California,0.942,Nevada,0.407,0.57,72759.0,0.9568005630883832,0.0147224150235108,0.0310871711651823,0.0281348674884889,0.005366936153989,0.103975834123547,48,0.0,0.0,0.8518518518518519,0.1481481481481481,0.0
California,0.942,Orange,0.444,0.536,83553.0,0.7266763857648427,0.0301607268886869,0.2590372380667076,0.0177990241128413,0.0078649802740811,0.3402413188185774,49,0.0054945054945054,0.0659340659340659,0.6648351648351648,0.2417582417582417,0.0219780219780219
California,0.942,Placer,0.515,0.462,81791.0,0.8633058223145639,0.0338510000670222,0.1277515008186283,0.0220359430502762,0.0078272359085817,0.1549313979874189,50,0.0,0.0,0.8477366255144033,0.1481481481481481,0.0041152263374485
California,0.942,Plumas,0.571,0.408,59387.0,0.9409332851015452,0.0226861660896077,0.0221693969303911,0.0510051160146762,0.0040307994418893,0.1045940778254353,40,0.0,0.0,0.0,1.0,0.0
California,0.942,Riverside,0.447,0.536,51415.0,0.8186221604574474,0.0892129114249473,0.0950947127250796,0.0309939520643905,0.0084069619572642,0.5203148710013573,77,0.0,0.0,0.5637860082304527,0.1358024691358024,0.3004115226337449
California,0.942,Sacramento,0.347,0.631,61558.0,0.6685498832510925,0.1384555561938152,0.2179016253947653,0.0330034232458784,0.0210817153977889,0.2447813333047168,40,0.0,0.0,0.5545023696682464,0.4360189573459715,0.0094786729857819
California,0.942,San Benito,0.368,0.611,61693.0,0.8839284393080691,0.0283963953299101,0.0685420026931443,0.0506814247029402,0.0094703976087246,0.6244839373178058,42,0.0,0.0,0.9481132075471698,0.0471698113207547,0.0047169811320754
California,0.942,San Bernardino,0.436,0.544,49270.0,0.7861884452256872,0.1088757763295612,0.1035194214589707,0.0344917343466796,0.0083791624575594,0.56234933827364,76,0.0,0.0616113744075829,0.6161137440758294,0.2559241706161137,0.0663507109004739
California,0.942,San Diego,0.375,0.602,74326.0,0.7880531394832074,0.0707818307018357,0.1610077870513716,0.0230943822858621,0.0115945019363849,0.3500507293798195,49,0.0,0.0070671378091872,0.3568904593639576,0.6219081272084805,0.0141342756183745
California,0.942,San Francisco,0.127,0.853,155819.0,0.550820905030324,0.0712312771434261,0.4047204667772504,0.0178170964466,0.0091843891360736,0.1585305966946094,33,0.0123456790123456,0.0493827160493827,0.5555555555555556,0.382716049382716,0.0
California,0.942,San Joaquin,0.401,0.58,54183.0,0.6841441752633854,0.1003657203657455,0.2260280448647238,0.0379146501199527,0.0149704561986513,0.4308390137022221,43,0.0164835164835164,0.0,0.6263736263736264,0.3351648351648351,0.0219780219780219
California,0.942,San Luis Obispo,0.421,0.555,67951.0,0.9189115395389574,0.0278285043597281,0.0613234141688503,0.0273285274083109,0.0050813260381613,0.2410137121338378,55,0.0,0.0,0.4419889502762431,0.5082872928176796,0.0497237569060773
California,0.942,San Mateo,0.202,0.78,175070.0,0.614854199437451,0.0376244032688728,0.3643402666827577,0.0164307627324354,0.0213129524768198,0.2376584140288899,35,0.0040983606557377,0.0122950819672131,0.6844262295081968,0.2991803278688524,0.0
California,0.942,Santa Barbara,0.327,0.65,75720.0,0.8878777569242763,0.0342986276493397,0.0806670016244702,0.0358712770679326,0.0062748261185975,0.4745368232031128,43,0.0054945054945054,0.0,0.8241758241758241,0.1648351648351648,0.0054945054945054
California,0.942,Santa Clara,0.252,0.727,144399.0,0.5357164427602095,0.0383079139151605,0.444048328518476,0.0198562758392149,0.0094604598211064,0.2471980737007234,42,0.0040983606557377,0.0040983606557377,0.6762295081967213,0.3155737704918033,0.0
California,0.942,Santa Cruz,0.185,0.791,86365.0,0.906229905057306,0.0260733063509475,0.0762908045542232,0.0341680220902523,0.0064190339297197,0.3451791050421757,35,0.0,0.0,0.6464088397790055,0.3535911602209944,0.0
California,0.942,Shasta,0.652,0.325,54120.0,0.9134858785165534,0.0272702150002763,0.0522577792516442,0.0537777040844525,0.0063449953020505,0.1172995080970541,44,0.0,0.0,0.9710144927536232,0.0048309178743961,0.0241545893719806
California,0.942,Solano,0.336,0.641,58273.0,0.6457090520939416,0.1748758208968528,0.2152526924971086,0.0290364058144121,0.02175167744854,0.291025901008809,40,0.0,0.0,0.7765567765567766,0.2234432234432234,0.0
California,0.942,Sonoma,0.205,0.776,77900.0,0.8980752097793432,0.0337677405987775,0.0696135916295452,0.0384522946234331,0.008927794468041,0.288600435097897,32,0.0040983606557377,0.0,0.7172131147540983,0.2704918032786885,0.0081967213114754
California,0.942,Stanislaus,0.481,0.497,51015.0,0.8613722733662872,0.049775520384563,0.0861131014466464,0.0373080585914471,0.0158106208335222,0.5032116457303524,48,0.0053763440860215,0.0,0.478494623655914,0.5,0.0161290322580645
California,0.942,Sutter,0.572,0.407,52005.0,0.7556825680436129,0.0431763499588845,0.2062373734810107,0.0420088728262083,0.0098981756900805,0.3325482472615047,46,0.0,0.0,0.5911602209944752,0.4088397790055249,0.0
