,STNAME,CTYNAME,white_perc,baa_perc,asian_perc,native_perc,pi_perc,his_perc
1413,Mississippi,Claiborne,0.12731402612152187,0.8657580919931857,0.009994321408290744,0.006587166382737081,0.0017035775127768314,0.018852924474730266
1414,Mississippi,Clarke,0.6527404885076289,0.3439198480780564,0.009233187086634799,0.01283478488638596,0.006155458057756532,0.01761508742060114
1415,Mississippi,Clay,0.3880848748639826,0.6069096844396082,0.006692056583242655,0.007072905331882481,0.0008705114254624592,0.01866158868335147
1416,Mississippi,Coahoma,0.2118136356884686,0.7839778184878943,0.006486111798781997,0.005297816507402089,0.0008417091647274348,0.019260286181116006
1417,Mississippi,Copiah,0.4818355640535373,0.5163245427324218,0.00862224466972113,0.008514015657130489,0.002128503914282622,0.040694108734081316
1418,Mississippi,Covington,0.6277489225328765,0.3713670018786606,0.0068515858105868055,0.0071831141562603605,0.0011603492098574428,0.02635650348104763
1419,Mississippi,DeSoto,0.637070148078217,0.34963462912639587,0.022402111379438042,0.007463893220948974,0.0015751892052596715,0.05360859156178445
1420,Mississippi,Forrest,0.6115734220970427,0.38065548585328385,0.015593393931634874,0.009230572269875816,0.0024452694917424145,0.03405453847138651
1421,Mississippi,Franklin,0.649568175870191,0.3525255168803978,0.003533106516618686,0.006673645642501963,0.0005234231876472127,0.013739858675739335
1422,Mississippi,George,0.9083948266285805,0.08803459493771325,0.009719907958422598,0.010116638895501072,0.0006347694993255574,0.03396016821391732
1423,Mississippi,Greene,0.7335448642266824,0.26660271546635184,0.0035419126328217238,0.007010035419126328,0.00022136953955135774,0.015053128689492325
1424,Mississippi,Grenada,0.5521623672230652,0.4455140364188164,0.00630690440060698,0.008203717754172989,0.0005216236722306525,0.015553869499241275
1425,Mississippi,Hancock,0.8935436282379485,0.09743133596563544,0.013906365253612184,0.017529396450731115,0.0017138890094155423,0.04059096628628455
1426,Mississippi,Harrison,0.6972953507325487,0.2802022327097667,0.03975948143515096,0.01228653740452228,0.0031652167320558745,0.05805424461249787
1427,Mississippi,Hinds,0.25454002663849723,0.7423230606714738,0.00963578744316355,0.0035594543700913977,0.0007578193175033298,0.01663987507463372
1428,Mississippi,Holmes,0.1654363873208858,0.834005334656659,0.004156069722721915,0.004962471310712735,0.0003721853483034551,0.014577259475218658
1429,Mississippi,Humphreys,0.2337378971771444,0.7633983362880131,0.007227601254602482,0.007636710759579981,0.001227328514932497,0.041047320332742394
1430,Mississippi,Issaquena,0.33464257659073054,0.6543597800471328,0.00864100549882168,0.0054988216810683424,0.0007855459544383347,0.021209740769835034
1431,Mississippi,Itawamba,0.9153662720160649,0.08362966991591014,0.0066518847006651885,0.007321256746015145,0.0006275362925155838,0.020122997113333055
1432,Mississippi,Jackson,0.7525711329539576,0.22788756682186584,0.030957061562338333,0.011836523538541128,0.002372822900500086,0.07497154681841697
1433,Mississippi,Jasper,0.46625842766128534,0.5302777262324488,0.008041071318117153,0.011566771819137749,0.004329807632832312,0.019978969505783387
1434,Mississippi,Jefferson,0.14547763510653308,0.853675744320587,0.0038097925779596443,0.006631861154226048,0.00028220685762664035,0.00860730915761253
1435,Mississippi,Jefferson Davis,0.4015151515151515,0.597492784992785,0.00487012987012987,0.006403318903318903,0.0016233766233766235,0.019209956709956708
1436,Mississippi,Jones,0.6912376631765537,0.30092084904384925,0.007556069642025568,0.010845889227718607,0.0012167825864892066,0.04864125944508705
1437,Mississippi,Kemper,0.349896001848856,0.6135890917494801,0.004159926045759187,0.04379477698174255,0.0012710885139819736,0.012364224636006471
1438,Mississippi,Lafayette,0.7321877983164107,0.24547426885359716,0.027857328820619632,0.007428621018831901,0.0018745118458734704,0.026625010847869477
1439,Mississippi,Lamar,0.7547390663241262,0.23273490111426964,0.01787695909277473,0.008832069075597039,0.0025234483073134396,0.032075156195369624
1440,Mississippi,Lauderdale,0.5340601376509083,0.45883165970890216,0.010831546880288841,0.007277445560194065,0.0011988040166986348,0.023623490917296628
1441,Mississippi,Lawrence,0.6665243746264834,0.3318534961154273,0.007598394945786732,0.008281396738666439,0.000597626568769743,0.025527192008879023
1442,Mississippi,Leake,0.5196120179796546,0.41003075467234446,0.009368346344925478,0.07532528980364324,0.0010882422521883133,0.05365507452093683
1443,Mississippi,Lee,0.6697766366518401,0.3242445063224002,0.013392157571812582,0.007823141551850914,0.00130184790077026,0.03182294868549525
1444,Mississippi,Leflore,0.23744824990590893,0.754234098607452,0.007828377869777945,0.007640195709446744,0.0005645464809936018,0.03202860368837034
1445,Mississippi,Lincoln,0.6930322320476999,0.30368407408474235,0.0076331480254630294,0.00659619206728692,0.0013538036120632542,0.013653253449318777
1446,Mississippi,Lowndes,0.5286183011301495,0.46407305175077684,0.01631859451764665,0.011232053886082323,0.005364303942502995,0.024998697984479974
1447,Mississippi,Madison,0.5817411104011232,0.3898913718466786,0.03262444538442846,0.006299892901820669,0.0017639700125097874,0.0320304554822568
1448,Mississippi,Marion,0.6754677754677755,0.3224948024948025,0.0073596673596673596,0.007941787941787942,0.001372141372141372,0.01812889812889813
1449,Mississippi,Marshall,0.5318381706244503,0.46423336265024917,0.006977425974787453,0.010172969803576664,0.0018469656992084432,0.046907065376722366
1450,Mississippi,Monroe,0.6838907585549632,0.3148583852041576,0.006135152038597849,0.007326443696578015,0.0011615093665306609,0.016499389463025285
1451,Mississippi,Montgomery,0.5449108079748164,0.44805876180482684,0.009968520461699895,0.00944386149003148,0.0024134312696747116,0.01951731374606506
1452,Mississippi,Neshoba,0.6026575524012137,0.2288564154430998,0.009695532382380637,0.17957660516862553,0.002057684930073588,0.025389739476162243
1453,Mississippi,Newton,0.6210471253982596,0.32317276142469925,0.007085453421465595,0.06086832469446954,0.0008084074373484236,0.02239764135241809
1454,Mississippi,Noxubee,0.2693693693693694,0.7271271271271271,0.004404404404404405,0.006906906906906907,0.0007007007007007007,0.015415415415415416
1455,Mississippi,Oktibbeha,0.5868901549769576,0.38143387714624616,0.037412254263324715,0.006747428393645362,0.0014583778948801212,0.018317226359694325
1456,Mississippi,Panola,0.49441229601053244,0.5061388199993877,0.0046232509721074065,0.008052417256054621,0.0010103793515201616,0.020207587030403235
1457,Mississippi,Pearl River,0.863938806517525,0.13083948935575698,0.009028832888004051,0.016520843156773372,0.0023576256090532825,0.035766053684008314
1458,Mississippi,Perry,0.7998768472906403,0.2014426460239268,0.0036066150598170303,0.00932441942294159,0.0014954257565095003,0.020672061928219562
1459,Mississippi,Pike,0.43663606094238727,0.557083039047523,0.008097063868429018,0.007567349409746746,0.000983755423267077,0.017051760669962668
1460,Mississippi,Pontotoc,0.8239510656599446,0.1752843352766893,0.008155723342572238,0.01226544330816528,0.0023575137787122877,0.07591831533339705
1461,Mississippi,Prentiss,0.837729912875121,0.16315747015166182,0.0073410777670216195,0.006937721845756696,0.0008067118425298483,0.014359470797031301
1462,Mississippi,Quitman,0.2625855113138046,0.736186633923873,0.004736011226100684,0.009296614629012453,0.0007016312927556569,0.019645676197158395
1463,Mississippi,Rankin,0.7540492769485277,0.23518200517049423,0.01786399461564106,0.005736606721642481,0.0019688134910900183,0.027588549431056934
1464,Mississippi,Scott,0.5953730104305771,0.3951708954415852,0.009095174504637817,0.01295701447287689,0.004511495289998917,0.12307359151117046
1465,Mississippi,Sharkey,0.26892201834862384,0.7236238532110092,0.01118119266055046,0.004873853211009175,0.00028669724770642203,0.026662844036697247
1466,Mississippi,Simpson,0.637081330363075,0.361081799351233,0.008168210419353578,0.009106186735451596,0.003361081799351233,0.021378043537734006
1467,Mississippi,Smith,0.7561737155833097,0.24389724666477433,0.003760999148453023,0.005960828839057622,0.0014902072097644054,0.020720976440533636
1468,Mississippi,Stone,0.8010070169800203,0.19476136911457495,0.010391558198082382,0.011087899726819861,0.0018747656542932134,0.024746906636670417
1469,Mississippi,Sunflower,0.2535568900890734,0.7409616702269155,0.0050783926484220705,0.006529361976542663,0.0005642658498246745,0.020112047075893758
1470,Mississippi,Tallahatchie,0.4173660157872871,0.5754050685500623,0.011798919817199834,0.009887827170751973,0.0014956377233070212,0.06082260074781886
1471,Mississippi,Tate,0.6876590330788804,0.3135072094995759,0.012581283573649986,0.012970031099802092,0.0075275657336726035,0.036224201300537176
1472,Mississippi,Tippah,0.8270729317344034,0.17670663991414307,0.00443283094582614,0.009098968783537865,0.0007465820540338762,0.04815454248518501
1473,Mississippi,Tishomingo,0.962672538804447,0.03593103818679843,0.004135560449003706,0.00896933240238466,0.0013964230087544981,0.03662924969117568
1474,Mississippi,Tunica,0.2072319729329668,0.7866356523577923,0.010784521040389088,0.0069782194967223515,0.0016916895749629942,0.02727849439627828
1475,Mississippi,Union,0.8240355555555555,0.17052444444444445,0.015075555555555556,0.009315555555555556,0.00256,0.046968888888888886
1476,Mississippi,Walthall,0.5604970568999346,0.43470678003052104,0.01024634837584478,0.011554392849356878,0.002398081534772182,0.025506867233485938
1477,Mississippi,Warren,0.4950643625876339,0.49778423878637246,0.010363666205538231,0.007127951417383761,0.00112546601327112,0.021266618209102205
1478,Mississippi,Washington,0.2581267347226796,0.7353107211742015,0.009220492073199417,0.005409982593969046,0.0013172131533142023,0.01858211412711107
1479,Mississippi,Wayne,0.5905695848788172,0.4097860881052792,0.0044713175143539455,0.006910217976728825,0.0008129668207916264,0.01793608048371526
1480,Mississippi,Webster,0.8118683078154708,0.18913239267487242,0.003402381667167017,0.008606024216951867,0.0009006304413089162,0.019213449414590213
1481,Mississippi,Wilkinson,0.29608252486798475,0.7061279626673216,0.002578902124524131,0.00577182856441115,0.0008596340415080437,0.011666461991894878
1482,Mississippi,Winston,0.5146212164396056,0.4746052556575272,0.00461722624408596,0.01584677649204811,0.0009120446901898193,0.018012882631248932
1483,Mississippi,Yalobusha,0.604577806535102,0.3995470721449369,0.004852798447104497,0.006955677774183112,0.00048527984471044967,0.01787447428016823
1484,Mississippi,Yazoo,0.41521504547556654,0.576845999691691,0.008748265762293818,0.01063665793124711,0.0017727763218745184,0.0757669184522892
1485,Missouri,Adair,0.9255314921517981,0.05078482018676733,0.034015497715080466,0.011126564673157162,0.0023445261275581164,0.03039936419630439
1486,Missouri,Andrew,0.9733933233349997,0.023329445092484587,0.009109592845636838,0.011775815141920791,0.0012775648503027272,0.02916180636560573
1487,Missouri,Atchison,0.9855268236202238,0.011771516788884601,0.0055962948668467774,0.00984175993824778,0.0011578541103820917,0.0192975685063682
1488,Missouri,Audrain,0.9255954817058197,0.07424081198330196,0.010354424163051486,0.014037816157812884,0.002864860440369976,0.03576982892690513
1489,Missouri,Barry,0.9482620397411671,0.014831357727767279,0.02951955563190746,0.02691404684189429,0.0029204604019927847,0.10092767565710359
1490,Missouri,Barton,0.9670771335727724,0.017444843509492047,0.01094578416281854,0.0318966991619634,0.002223362408072516,0.03523174277407217
1491,Missouri,Bates,0.9679792297706621,0.02447919886258268,0.006428880509365148,0.020832045496692837,0.0012981393336218088,0.029980836990789392
1492,Missouri,Benton,0.9761174841772152,0.014339398734177215,0.008158623417721519,0.021064082278481014,0.001384493670886076,0.024723101265822785
1493,Missouri,Bollinger,0.9793687012740064,0.014356341509792736,0.006084806997528047,0.01758889522722951,0.0009507510933637574,0.018159345883247767
1494,Missouri,Boone,0.8405509084128083,0.12089615855932655,0.061404443497256114,0.012755074857477755,0.0024028983962917578,0.038398422931429484
1495,Missouri,Buchanan,0.9095174343573229,0.08002556958666522,0.020045591055469117,0.016222214181471697,0.0072487365970739705,0.07498401900833424
1496,Missouri,Butler,0.9198653358306266,0.07669693449346832,0.013087081248962754,0.01830294696412907,0.0011854240261741625,0.025960786173214158
1497,Missouri,Caldwell,0.9724616590171276,0.023844173290048135,0.009291391469830964,0.018358893988581662,0.002350833986342774,0.029889174969215268
1498,Missouri,Callaway,0.9341852464143693,0.061011572315803585,0.011125508243599482,0.01659890085340244,0.0015191457039453109,0.02406058710513382
1499,Missouri,Camden,0.9747075488941692,0.014873880460610492,0.010647048071650522,0.01617620179126302,0.0013480168159385852,0.03399744105282398
1500,Missouri,Cape Girardeau,0.8933883400282271,0.09836065573770492,0.023908611684097518,0.01008456073052751,0.0012666015271595556,0.02822711974812724
1501,Missouri,Carroll,0.9690134156476314,0.03312359016977324,0.004036566543986703,0.010685029087023627,0.002137005817404725,0.02196367090110412
1502,Missouri,Carter,0.9758921791951405,0.02050113895216401,0.00683371298405467,0.023917995444191344,0.0013287775246772968,0.032270311313591496
1503,Missouri,Cass,0.9290903491131765,0.06486765585086146,0.016133123176984256,0.01663133865970977,0.00243672663369386,0.051144083917604215
1504,Missouri,Cedar,0.9742483391548524,0.015752345729744537,0.010341757413875762,0.02232723786042052,0.002054653790836244,0.028217245394151085
1505,Missouri,Chariton,0.9673707013268346,0.033847820200379096,0.003926347143243975,0.009883563498510696,0.0006769564040075819,0.01272678039534254
1506,Missouri,Christian,0.9688553815752733,0.019674807225551476,0.015185686362952939,0.019932555791825075,0.0021156861481624674,0.03726614687372468
1507,Missouri,Clark,0.9867618622638703,0.013535623977391045,0.006693440428380187,0.009668302840993605,0.0011899449650453666,0.010412018444146957
1508,Missouri,Clay,0.8804044616839083,0.09673466052997086,0.03543124812767232,0.01647259301334848,0.006462205242128443,0.0771729700077422
1509,Missouri,Clinton,0.9702269317329333,0.023865341335333832,0.00872093023255814,0.017019879969992498,0.0022036759189797447,0.02578769692423106
1510,Missouri,Cole,0.8615286673855708,0.13179331938832517,0.019774194805700997,0.01075757772609752,0.0027153789187854853,0.032545570294534164
1511,Missouri,Cooper,0.9289887908418794,0.06963987598378249,0.010255187216789887,0.016992606725494873,0.002086811352253756,0.022477939422847603
1512,Missouri,Crawford,0.9808464627741736,0.013195639701663799,0.006046162672668697,0.015755329008341055,0.0017653029701222471,0.02475837415596452
1513,Missouri,Dade,0.9763707571801566,0.01618798955613577,0.007963446475195823,0.026762402088772844,0.0018276762402088772,0.025326370757180156
1514,Missouri,Dallas,0.978100533303075,0.01338931124475207,0.009417905367071372,0.022580279133098832,0.003233859071825712,0.02677862248950414
1515,Missouri,Daviess,0.9841138114997036,0.013040901007705987,0.007231772377000593,0.013159454653230587,0.0022525192649673976,0.019205690574985182
1516,Missouri,DeKalb,0.9009350741002117,0.0903316866619619,0.007498235709244884,0.012526464361326747,0.002117148906139732,0.028846153846153848
1517,Missouri,Dent,0.972558235985346,0.012925969447708578,0.011197898665929356,0.022119306006774038,0.0017280707817792216,0.021773691850418192
1518,Missouri,Douglas,0.9734446764091857,0.015866388308977037,0.009352818371607516,0.027473903966597078,0.001837160751565762,0.021377870563674323
1519,Missouri,Dunklin,0.8759030869152741,0.12234547179449755,0.011092461504779974,0.012150623950959644,0.0010581624461796686,0.07523899875939576
1520,Missouri,Franklin,0.9776537368127769,0.017812786293788192,0.008925282633950074,0.010937013005411838,0.0014261562727264142,0.020740656787464937
1521,Missouri,Gasconade,0.9805660888407367,0.014761646803900325,0.009209100758396533,0.013271939328277357,0.0023699891657638136,0.020585048754062838
1522,Missouri,Gentry,0.9772909003678234,0.018551095474172396,0.011354549816088277,0.012154166000319846,0.0030385415000799615,0.02382856229010075
1523,Missouri,Greene,0.9303313957130563,0.05207175899212972,0.031045886321148197,0.019024507654314474,0.0027267361923948128,0.044755401542402894
1524,Missouri,Grundy,0.9709290506200448,0.016771701565358812,0.016466761536897745,0.015653588127668226,0.002236226875381175,0.029477536084570034
1525,Missouri,Harrison,0.9810952555189657,0.012806439809732895,0.008171728259543846,0.014391999024271252,0.002561287961946579,0.028174167581412366
1526,Missouri,Henry,0.9712541224708084,0.02281843301542027,0.007576432837151262,0.01956502362064355,0.0016489883233799804,0.030528567608521257
1527,Missouri,Hickory,0.9772885283893396,0.01436848203939745,0.006257242178447277,0.023174971031286212,0.0025492468134414832,0.022827346465816918
1528,Missouri,Holt,0.9753636790239324,0.01360863444392304,0.005631159080244017,0.01994368840919756,0.0007038948850305022,0.015016424213984044
1529,Missouri,Howard,0.9332218725413061,0.06608969315499606,0.007867820613690008,0.01622738001573564,0.0024586939417781273,0.022324940991345396
1530,Missouri,Howell,0.9748714036080826,0.011469075336565677,0.011321404838669981,0.02222440993330216,0.0019197164726440404,0.0262607368757845
1531,Missouri,Iron,0.9699383896324623,0.02517527087316762,0.0038240917782026767,0.019120458891013385,0.0013809220310176333,0.022094752496282132
1532,Missouri,Jackson,0.7320297377224433,0.2567341817730147,0.02800018422091996,0.017974100213389233,0.005317285644305689,0.10078279934852784
1533,Missouri,Jasper,0.9355309288736651,0.03936328833366915,0.018287326213983476,0.03657465242796695,0.0075277050171267375,0.09147692927664719
1534,Missouri,Jefferson,0.9731485680399065,0.02173230543830886,0.014232392646597133,0.010024592737293753,0.0011249869187567587,0.024113091708235952
1535,Missouri,Johnson,0.923686727486757,0.059409947027663335,0.027313861094761624,0.017068864037669218,0.00555473808122425,0.052622866391995295
1536,Missouri,Knox,0.973781779661017,0.021716101694915255,0.010328389830508475,0.01615466101694915,0.0034427966101694915,0.019067796610169493
1537,Missouri,Laclede,0.9712224272299177,0.02081899044419354,0.013411175061272823,0.01878115275521163,0.002395836201911161,0.029631261531682867
1538,Missouri,Lafayette,0.9622584266254057,0.03549649585874215,0.009981493279936896,0.01635265920330087,0.0026698219107429994,0.035587512514790205
1539,Missouri,Lawrence,0.9687201096088721,0.01592430783548329,0.011865677429361735,0.026781790450585527,0.0026109660574412533,0.08582581495747486
1540,Missouri,Lewis,0.9528864624406026,0.04124962086745526,0.008795875037913254,0.01172783338388434,0.0016176321908805986,0.020523708421797595
1541,Missouri,Lincoln,0.9673185020980128,0.03181062465362996,0.008962077428548808,0.012413902303855593,0.0017100783785923522,0.028453804132689414
1542,Missouri,Linn,0.9815566835871404,0.02030456852791878,0.0047377326565143825,0.010913705583756345,0.0010998307952622673,0.03104906937394247
1543,Missouri,Livingston,0.952159422302458,0.04145257603110679,0.012567698930704068,0.011248437716983752,0.0015275656158866824,0.023677267046243577
1544,Missouri,Macon,0.958867698850422,0.03681307728088245,0.013356369193966376,0.011429330852548342,0.0023257359292976278,0.018605887434381022
1545,Missouri,Madison,0.9736532580569278,0.016780365404218615,0.01536893280012546,0.015760997412373558,0.003136516897984788,0.027679761624715752
1546,Missouri,Maries,0.9748547028822204,0.01601233542877476,0.009132961689004864,0.018977582730399716,0.0023721978412999645,0.021705610247894674
1547,Missouri,Marion,0.9398340248962656,0.06610872775863282,0.011569027357760742,0.009705323862437583,0.002391166748716506,0.020149096279625852
1548,Missouri,McDonald,0.8917670001695778,0.031117517381719518,0.02331694081736476,0.05638460234017297,0.039554010513820584,0.11789893166016618
